"Sura ID","Aya Number","Word Number",Content
9,7,13,"https://earth.google.com/web/@21.42251935,39.82601607,290.59763132a,83.31656857d,35y,-0h,0t,0r/data=CnQachJsCiUweDE1YzIwNGI3NGMyOGQ0Njc6MHhiMmY1NDNhNjE4MjI1NzY3KkPYp9mE2YPYudio2KkK2YXYs9is2K8g2YXZgtiv2ZHYsyDZiNmF2YjZgti5CtmE2K3YrCDYp9mE2YXYs9mE2YXZitmGGAIgAQ"
9,7,14,"https://earth.google.com/web/@21.42251935,39.82601607,290.59763132a,83.31656857d,35y,-0h,0t,0r/data=CnQachJsCiUweDE1YzIwNGI3NGMyOGQ0Njc6MHhiMmY1NDNhNjE4MjI1NzY3KkPYp9mE2YPYudio2KkK2YXYs9is2K8g2YXZgtiv2ZHYsyDZiNmF2YjZgti5CtmE2K3YrCDYp9mE2YXYs9mE2YXZitmGGAIgAQ"
9,19,5,"https://earth.google.com/web/@21.42251935,39.82601607,290.59763132a,83.31656857d,35y,-0h,0t,0r/data=CnQachJsCiUweDE1YzIwNGI3NGMyOGQ0Njc6MHhiMmY1NDNhNjE4MjI1NzY3KkPYp9mE2YPYudio2KkK2YXYs9is2K8g2YXZgtiv2ZHYsyDZiNmF2YjZgti5CtmE2K3YrCDYp9mE2YXYs9mE2YXZitmGGAIgAQ"
9,19,6,"https://earth.google.com/web/@21.42251935,39.82601607,290.59763132a,83.31656857d,35y,-0h,0t,0r/data=CnQachJsCiUweDE1YzIwNGI3NGMyOGQ0Njc6MHhiMmY1NDNhNjE4MjI1NzY3KkPYp9mE2YPYudio2KkK2YXYs9is2K8g2YXZgtiv2ZHYsyDZiNmF2YjZgti5CtmE2K3YrCDYp9mE2YXYs9mE2YXZitmGGAIgAQ"
9,25,8,"https://earth.google.com/web/@21.52479742,40.05906138,537.45585015a,14033.42749045d,35y,101.27877886h,45.08302654t,-0r/data=ClUaUxJNCiUweDE1ZWEwMTVhZjVhMTYxM2Y6MHg4NjNjMmRhZTJiOTBmM2NjGQj_ImjMhDVAIfIJ2XkbB0RAKhLYutiy2YjYqSDYrdmG2YrZhiAYAiAB"
9,28,9,"https://earth.google.com/web/@21.42251935,39.82601607,290.59763132a,83.31656857d,35y,-0h,0t,0r/data=CnQachJsCiUweDE1YzIwNGI3NGMyOGQ0Njc6MHhiMmY1NDNhNjE4MjI1NzY3KkPYp9mE2YPYudio2KkK2YXYs9is2K8g2YXZgtiv2ZHYsyDZiNmF2YjZgti5CtmE2K3YrCDYp9mE2YXYs9mE2YXZitmGGAIgAQ"
9,28,10,"https://earth.google.com/web/@21.42251935,39.82601607,290.59763132a,83.31656857d,35y,-0h,0t,0r/data=CnQachJsCiUweDE1YzIwNGI3NGMyOGQ0Njc6MHhiMmY1NDNhNjE4MjI1NzY3KkPYp9mE2YPYudio2KkK2YXYs9is2K8g2YXZgtiv2ZHYsyDZiNmF2YjZgti5CtmE2K3YrCDYp9mE2YXYs9mE2YXZitmGGAIgAQ"
9,40,15,"https://earth.google.com/web/@21.377189,39.8497564,746.10715396a,975.73860955d,35y,0h,45t,0r/data=ClAaThJICiUweDE1YzIwNTBlN2IzMjY0YzU6MHhiZWM4NmY1ZGJmNzk1NGJkGTNpU3WPYDVAIYnIVdHE7ENAKg3Yutin2LEg2KvZiNixGAIgASgC"
9,70,14,"https://earth.google.com/web/@28.4878045,35.0033202,246.27729068a,915.13533558d,35y,0h,45t,0r/data=CpoBGpcBEpABCiUweDE1YWIxMzZjZmE3MTEwOWY6MHg4YzcyNTVkNDczZjZmMGRjGQox8g3gfDxAIWgFhqxugEFAKlXZhdiq2K3ZgSDZhdi62KfZitixINin2YTZhtio2Yog2LTYudmK2Kgg2LnZhNmK2Ycg2KfZhNiz2YTYp9mF2Iwg2KrYqNmI2YPYjCDYp9mE2KjYr9i5GAIgASgC"
9,70,15,"https://earth.google.com/web/@31.13895669,35.37189747,-374.24282109a,18327.04625031d,35y,0h,0t,0r"
9,101,8,"https://earth.google.com/web/@24.42178855,39.58452099,639.15147738a,57005.23516545d,35y,0.00006466h,1.03481212t,-0r"
9,108,5,"https://earth.google.com/web/@24.4394139,39.6171971,609.61992089a,951.54325493d,35y,0h,45t,0r/data=ClQaUhJMCiUweDE1YmRiZjg0YjNhYWE5NTU6MHg2OGM3MGI0MzJmNDVmYTRlGWbo6W19cDhAIdDXh1AAz0NAKhHZhdiz2KzYryDZgtio2KfYoRgCIAEoAg"
9,120,4,"https://earth.google.com/web/@24.47188945,39.48945675,709.67660489a,64813.135734d,35y,0.00006532h,1.03606875t,-0r/data=Ck4aTBJGCiUweDE1YmRiZTUxOTdkMjIwZDU6MHgyZTU0NTE0ZmVhM2IwOGQ5Kh3Yp9mE2YXYr9mK2YbYqSDYp9mE2YXZhtmI2LHYqRgCIAE"
10,87,8,"https://earth.google.com/web/@26.90400927,31.09473061,258.57470849a,2121896.00738411d,35y,0h,0t,0r/data=CkkaRxJBCiUweDE0MzY4OTc2YzM1YzM2ZTk6MHgyYzQ1YTAwOTI1YzRjNDQ0GXui68IP0jpAIfwaSYJwzT5AKgbZhdi12LEYAiAB"
10,98,3,"https://earth.google.com/web/@36.04966931,41.98410998,330.8047275a,229174.78608437d,35y,-0h,0t,0r/data=ClwaWhJUCiUweDE1NGQ2NGEwZTg1MDk1YmY6MHg0OGRlN2VjOWMzYTMzZWZjGYYBS65iHUJAIUAyHTo9HkVAKhnZhtmK2YbZiNmJ2Iwg2KfZhNi52LHYp9mCGAIgAQ"
11,84,2,"https://earth.google.com/web/@28.4878045,35.0033202,246.27729068a,915.13533558d,35y,0h,45t,0r/data=CpoBGpcBEpABCiUweDE1YWIxMzZjZmE3MTEwOWY6MHg4YzcyNTVkNDczZjZmMGRjGQox8g3gfDxAIWgFhqxugEFAKlXZhdiq2K3ZgSDZhdi62KfZitixINin2YTZhtio2Yog2LTYudmK2Kgg2LnZhNmK2Ycg2KfZhNiz2YTYp9mF2Iwg2KrYqNmI2YPYjCDYp9mE2KjYr9i5GAIgASgC"
11,95,7,"https://earth.google.com/web/@28.4878045,35.0033202,246.27729068a,915.13533558d,35y,0h,45t,0r/data=CpoBGpcBEpABCiUweDE1YWIxMzZjZmE3MTEwOWY6MHg4YzcyNTVkNDczZjZmMGRjGQox8g3gfDxAIWgFhqxugEFAKlXZhdiq2K3ZgSDZhdi62KfZitixINin2YTZhtio2Yog2LTYudmK2Kgg2LnZhNmK2Ycg2KfZhNiz2YTYp9mF2Iwg2KrYqNmI2YPYjCDYp9mE2KjYr9i5GAIgASgC"
12,21,5,"https://earth.google.com/web/@26.90400927,31.09473061,258.57470849a,2121896.00738411d,35y,0h,0t,0r/data=CkkaRxJBCiUweDE0MzY4OTc2YzM1YzM2ZTk6MHgyYzQ1YTAwOTI1YzRjNDQ0GXui68IP0jpAIfwaSYJwzT5AKgbZhdi12LEYAiAB"
12,30,4,"             "
12,99,10,"https://earth.google.com/web/@26.90400927,31.09473061,258.57470849a,2121896.00738411d,35y,0h,0t,0r/data=CkkaRxJBCiUweDE0MzY4OTc2YzM1YzM2ZTk6MHgyYzQ1YTAwOTI1YzRjNDQ0GXui68IP0jpAIfwaSYJwzT5AKgbZhdi12LEYAiAB"
14,35,7,"https://earth.google.com/web/@21.47593997,39.81362414,405.32323943a,65433.07013623d,35y,269.93228627h,0t,0r/data=CkYaRBI-CiUweDE1YzIxYjRjZWQ4MTg3NzU6MHg5OGFiMjQ2OWNmNzBjOWNlKhXZhdmD2Kkg2KfZhNmF2YPYsdmF2KkYAiAB"
14,37,6,"https://earth.google.com/web/@21.42063993,39.82480799,292.15949692a,933.51017014d,35y,269.93278211h,0t,0r/data=CkoaSBJCCiUweDE1YzIwNGI3NGQzZmI0OTM6MHg1NWQxZjk0ZjhlMDk0Nzg1KhnYp9mE2YXYs9is2K8g2KfZhNit2LHYp9mFGAIgAQ"
15,67,3,"https://earth.google.com/web/@31.13895669,35.37189747,-374.24282109a,18327.04625031d,35y,0h,0t,0r"
15,80,4,"https://earth.google.com/web/@26.86158191,37.98295587,0a,40093.93601869d,35y,-0h,0t,0r/data=Cj8aPRI3CiUweDE1YTViNGMxMzNiMzA0Y2I6MHg5MDc4YmNhMjhkMGUwNDIyKg7Yp9mE2K3ZkNis2ZLYsRgCIAE"
17,1,7,"https://earth.google.com/web/@21.4226101,39.82574441,287.8951592a,457.00389818d,35y,119.55115078h,44.99670395t,0r"
17,1,8,"https://earth.google.com/web/@21.4226101,39.82574441,287.8951592a,457.00389818d,35y,119.55115078h,44.99670395t,0r"
17,1,10,"https://earth.google.com/web/@31.7760692,35.2357802,730.7321147a,882.04068388d,35y,0h,45t,0r/data=Cl0aWxJVCiUweDE1MDMyOWM5Yzk2ZjNhNTE6MHg5ZDg4MDY1OGM5MjQ4YWFkGdFumXisxj9AIa0FrAsunkFAKhrYp9mE2YXYs9is2K8g2KfZhNij2YLYtdmJIBgCIAEoAg"
17,1,11,"https://earth.google.com/web/@31.7760692,35.2357802,730.7321147a,882.04068388d,35y,0h,45t,0r/data=Cl0aWxJVCiUweDE1MDMyOWM5Yzk2ZjNhNTE6MHg5ZDg4MDY1OGM5MjQ4YWFkGdFumXisxj9AIa0FrAsunkFAKhrYp9mE2YXYs9is2K8g2KfZhNij2YLYtdmJIBgCIAEoAg"
17,7,15,"https://earth.google.com/web/@31.7760692,35.2357802,730.7321147a,882.04068388d,35y,0h,45t,0r/data=Cl0aWxJVCiUweDE1MDMyOWM5Yzk2ZjNhNTE6MHg5ZDg4MDY1OGM5MjQ4YWFkGdFumXisxj9AIa0FrAsunkFAKhrYp9mE2YXYs9is2K8g2KfZhNij2YLYtdmJIBgCIAEoAg"
18,19,26,"             "
18,82,7,"             "
19,52,4,"https://earth.google.com/web/@28.53920296,33.97281126,2110.58600415a,1912.27933127d,35y,269.26306652h,0t,0r"
20,12,7,"https://earth.google.com/web/@28.7044051,33.9030712,1100.63837777a,913.05034052d,35y,0h,45t,0r/data=CsgBGsUBEr4BCiUweDE0NTQ4ZGU1YzBhZTRhZTE6MHhmYmQwMTkxY2FiMmRkZmY4Gbeig-RTtDxAIdD6StaX80BAKoIB2KfZhNmI2KfYr9mKINin2YTZhdmC2K_YsyDYt9mI2YrYjCDYp9mE2LfZiNixIC0g2LPYp9mG2Kog2YPYp9iq2LHZitmG2Iwg2KfZhNi32YjYsdiM2Iwg2YXYr9mK2YbYqSDYs9in2YbYqiDZg9in2KrYsdmK2YbYjNiMINmF2LXYsRgCIAEoAg"
20,12,8,"https://earth.google.com/web/@28.7044051,33.9030712,1100.63837777a,913.05034052d,35y,0h,45t,0r/data=CsgBGsUBEr4BCiUweDE0NTQ4ZGU1YzBhZTRhZTE6MHhmYmQwMTkxY2FiMmRkZmY4Gbeig-RTtDxAIdD6StaX80BAKoIB2KfZhNmI2KfYr9mKINin2YTZhdmC2K_YsyDYt9mI2YrYjCDYp9mE2LfZiNixIC0g2LPYp9mG2Kog2YPYp9iq2LHZitmG2Iwg2KfZhNi32YjYsdiM2Iwg2YXYr9mK2YbYqSDYs9in2YbYqiDZg9in2KrYsdmK2YbYjNiMINmF2LXYsRgCIAEoAg"
20,12,9,"https://earth.google.com/web/@28.7044051,33.9030712,1100.63837777a,913.05034052d,35y,0h,45t,0r/data=CsgBGsUBEr4BCiUweDE0NTQ4ZGU1YzBhZTRhZTE6MHhmYmQwMTkxY2FiMmRkZmY4Gbeig-RTtDxAIdD6StaX80BAKoIB2KfZhNmI2KfYr9mKINin2YTZhdmC2K_YsyDYt9mI2YrYjCDYp9mE2LfZiNixIC0g2LPYp9mG2Kog2YPYp9iq2LHZitmG2Iwg2KfZhNi32YjYsdiM2Iwg2YXYr9mK2YbYqSDYs9in2YbYqiDZg9in2KrYsdmK2YbYjNiMINmF2LXYsRgCIAEoAg"
